voltage,c_rate,soc,soh,phase,cycle_number,cycle_capacity_ah
4.011769951,0.9943830013333333,4.978557050805272,100.0,charge,1,1.548970284333332
4.014139944,0.9943895993333333,5.150818389284909,100.0,charge,1,1.548970284333332
4.016134832,0.9944099066666667,5.323079727764547,100.0,charge,1,1.548970284333332
4.01802119,0.9952072200000001,5.49450745689469,100.0,charge,1,1.548970284333332
4.01990339,0.9942681146666666,5.666768795374327,100.0,charge,1,1.548970284333332
4.021677956,0.993781254,5.839057024478142,100.0,charge,1,1.548970284333332
4.023511257,0.9950557766666667,6.010054503621447,100.0,charge,1,1.548970284333332
4.025041965,0.9953015546666667,6.182746092087921,100.0,charge,1,1.548970284333332
4.026786418,0.9962096233333333,6.3546040712049,100.0,charge,1,1.548970284333332
4.028013581,0.9937765660000001,6.5260318003350415,100.0,charge,1,1.548970284333332
4.029821284,0.9952544726666667,6.698293138814679,100.0,charge,1,1.548970284333332
4.031201162,0.9946839753333333,6.870554477294317,100.0,charge,1,1.548970284333332
4.032682838,0.9946295106666666,7.041551956437623,100.0,charge,1,1.548970284333332
4.034280712,0.9941116226666667,7.214243544904096,100.0,charge,1,1.548970284333332
4.035981493,0.9942060946666667,7.385671274034237,100.0,charge,1,1.548970284333332
4.037583141,0.995135886,7.555835143828047,100.0,charge,1,1.548970284333332
4.039208982,0.9937538253333332,7.7285267322945215,100.0,charge,1,1.548970284333332
4.041145604,0.993548228,7.900384711411501,100.0,charge,1,1.548970284333332
4.042808815,0.9948633526666667,8.075604018550637,100.0,charge,1,1.548970284333332
4.044528365,0.9942909106666667,8.246171247707107,100.0,charge,1,1.548970284333332
4.04615675,0.9939107893333333,8.41719561747459,100.0,charge,1,1.548970284333332
4.048037797,0.9942687473333334,8.588623346604733,100.0,charge,1,1.548970284333332
4.049798002,0.9938561526666666,8.760884685084369,100.0,charge,1,1.548970284333332
4.051767569,0.9939951539999999,8.931478804865016,100.0,charge,1,1.548970284333332
4.053527158,0.9950718946666667,9.102046034021484,100.0,charge,1,1.548970284333332
4.055112646,0.9941911,9.273070403788967,100.0,charge,1,1.548970284333332
4.057209827,0.995013658,9.443664523569614,100.0,charge,1,1.548970284333332
4.059071132,0.994173312,9.615092252699757,100.0,charge,1,1.548970284333332
4.060785847,0.994283578,9.78482587250673,100.0,charge,1,1.548970284333332
4.062693045,0.9938037826666667,9.957087210986366,100.0,charge,1,1.548970284333332
4.064464848,0.99333407,10.130209049439676,100.0,charge,1,1.548970284333332
4.066414346,0.9935961986666667,10.299942669246647,100.0,charge,1,1.548970284333332
4.068048231,0.9944743893333333,10.471370398376791,100.0,charge,1,1.548970284333332
4.070135087,0.9941805773333333,10.64322837749377,100.0,charge,1,1.548970284333332
4.071646109,0.9939989313333334,10.813822497274415,100.0,charge,1,1.548970284333332
4.073573367,0.9936825573333333,10.986083835754052,100.0,charge,1,1.548970284333332
4.07549871,0.9942821453333334,11.15794181487103,100.0,charge,1,1.548970284333332
4.077333079,0.9944374640000001,11.328509044027502,100.0,charge,1,1.548970284333332
4.079189322,0.9948276393333333,11.499936773157645,100.0,charge,1,1.548970284333332
4.080928006,0.9937809766666666,11.671794752274623,100.0,charge,1,1.548970284333332
4.082576245,0.9939162946666666,11.84238887205527,100.0,charge,1,1.548970284333332
4.084291796,0.99344007,12.013816601185413,100.0,charge,1,1.548970284333332
4.085775539,0.9950321566666666,12.185647689678214,100.0,charge,1,1.548970284333332
4.08727067,0.9936975746666666,12.356241809458862,100.0,charge,1,1.548970284333332
4.088869398,0.9949937646666666,12.527669538589,100.0,charge,1,1.548970284333332
4.090029831,0.994668238,12.69952751770598,100.0,charge,1,1.548970284333332
4.09151832,0.9946312913333334,12.869261137512952,100.0,charge,1,1.548970284333332
4.092635883,0.9950107366666666,13.041119116629933,100.0,charge,1,1.548970284333332
4.093988815,0.9948835306666667,13.212546845760071,100.0,charge,1,1.548970284333332
4.095415283,0.9960495353333334,13.38354432490338,100.0,charge,1,1.548970284333332
4.096472126,0.994216154,13.555805663383014,100.0,charge,1,1.548970284333332
4.097675717,0.9944566726666667,13.72809389248683,100.0,charge,1,1.548970284333332
4.098857173,0.9948309426666667,13.897827512293803,100.0,charge,1,1.548970284333332
4.099688059,0.9952078733333334,14.069255241423944,100.0,charge,1,1.548970284333332
4.100919744,0.9946868946666667,14.241113220540925,100.0,charge,1,1.548970284333332
4.101951893,0.9946981466666666,14.410443480985238,100.0,charge,1,1.548970284333332
4.102987365,0.994855932,14.580177100792213,100.0,charge,1,1.548970284333332
4.103883605,0.9947640626666666,14.749937611223364,100.0,charge,1,1.548970284333332
4.104840309,0.9937653786666667,14.921365340353503,100.0,charge,1,1.548970284333332
4.105670621,0.9956423999999999,15.092793069483646,100.0,charge,1,1.548970284333332
4.106581535,0.9948141206666666,15.263360298640116,100.0,charge,1,1.548970284333332
4.107530932,0.9946469033333334,15.43312080907127,100.0,charge,1,1.548970284333332
4.108296965,0.9934407893333334,15.60454853820141,100.0,charge,1,1.548970284333332
4.109314535,0.9949397446666667,15.776406517318389,100.0,charge,1,1.548970284333332
4.110238951,0.9950939613333333,15.94614013712536,100.0,charge,1,1.548970284333332
4.111097394,0.9948205293333333,16.115900647556515,100.0,charge,1,1.548970284333332
4.111903243,0.994402356,16.287328376686656,100.0,charge,1,1.548970284333332
4.112612923,0.9946555460000001,16.458325855829962,100.0,charge,1,1.548970284333332
4.113500492,0.9953741806666666,16.628489725623773,100.0,charge,1,1.548970284333332
4.11397051,0.9947419446666667,16.799917454753913,100.0,charge,1,1.548970284333332
4.114911621,0.9941979953333333,16.971345183884054,100.0,charge,1,1.548970284333332
4.11574922,0.9937854186666667,17.141939303664703,100.0,charge,1,1.548970284333332
4.116272935,0.9945735373333333,17.311672923471676,100.0,charge,1,1.548970284333332
4.117120639,0.994997176,17.48269729323916,100.0,charge,1,1.548970284333332
4.117804388,0.993545686,17.65452838173196,100.0,charge,1,1.548970284333332
4.118512455,0.994064492,17.824288892163114,100.0,charge,1,1.548970284333332
4.119210622,0.9932784726666667,17.994452761956925,100.0,charge,1,1.548970284333332
4.119574504,0.9939923633333333,18.165046881737567,100.0,charge,1,1.548970284333332
4.120358005,0.9943163359999999,18.336474610867707,100.0,charge,1,1.548970284333332
4.121079822,0.9949255293333333,18.50663848066152,100.0,charge,1,1.548970284333332
4.121639628,0.9947548813333333,18.67637210046849,100.0,charge,1,1.548970284333332
4.122604166,0.9946369079999999,18.84779982959863,100.0,charge,1,1.548970284333332
4.123061592,0.9941665806666666,19.01922755872877,100.0,charge,1,1.548970284333332
4.123664335,0.9943134339999999,19.189391428522583,100.0,charge,1,1.548970284333332
4.124562649,0.9941030026666667,19.35958218894057,100.0,charge,1,1.548970284333332
4.124835534,0.994827402,19.531009918070712,100.0,charge,1,1.548970284333332
4.1255706,0.9945435026666667,19.702841006563517,100.0,charge,1,1.548970284333332
4.126266394,0.994846386,19.872601516994663,100.0,charge,1,1.548970284333332
4.126815303,0.99433904,20.044029246124808,100.0,charge,1,1.548970284333332
4.127606676,0.9935203206666667,20.21502672526811,100.0,charge,1,1.548970284333332
4.127993916,0.9938036373333333,20.385495700979565,100.0,charge,1,1.548970284333332
4.128359618,0.9925728353333333,20.555896416289634,100.0,charge,1,1.548970284333332
4.128748476,0.992728352,20.725313094359056,100.0,charge,1,1.548970284333332
4.129311087,0.9921815993333333,20.89713789193424,100.0,charge,1,1.548970284333332
4.129735765,0.9914744679999999,21.068434281122794,100.0,charge,1,1.548970284333332
4.130291877,0.9911068886666666,21.237545336802437,100.0,charge,1,1.548970284333332
4.130613398,0.9900749726666667,21.40788538098232,100.0,charge,1,1.548970284333332
4.131126341,0.9893949846666666,21.578960160582785,100.0,charge,1,1.548970284333332
4.131547775,0.9897799486666666,21.74791686999756,100.0,charge,1,1.548970284333332
4.131895305,0.9891153646666666,21.91677890002626,100.0,charge,1,1.548970284333332
4.132391631,0.9889944439999999,22.087269178420247,100.0,charge,1,1.548970284333332
4.133004819,0.9888871786666668,22.258118587869845,100.0,charge,1,1.548970284333332
4.133330471,0.9890696913333333,22.42682623218095,100.0,charge,1,1.548970284333332
4.133611222,0.987426456,22.59545055590649,100.0,charge,1,1.548970284333332
4.13422176,0.9873244153333333,22.765689323127365,100.0,charge,1,1.548970284333332
4.134637996,0.9863056813333334,22.936698478486345,100.0,charge,1,1.548970284333332
4.13510901,0.986524502,23.10515705769378,100.0,charge,1,1.548970284333332
4.13561569,0.986898558,23.273532355768385,100.0,charge,1,1.548970284333332
4.135871445,0.9857774873333334,23.44388894140325,100.0,charge,1,1.548970284333332
4.136495241,0.9849383693333333,23.614176760924423,100.0,charge,1,1.548970284333332
4.136871827,0.9856428193333334,23.7823030333481,100.0,charge,1,1.548970284333332
4.137292311,0.985096868,23.95045594174649,100.0,charge,1,1.548970284333332
4.137751449,0.983555158,24.12102855620102,100.0,charge,1,1.548970284333332
4.13829723,0.9840098839999999,24.291106383170685,100.0,charge,1,1.548970284333332
4.138613076,0.9842882713333333,24.459134759017243,100.0,charge,1,1.548970284333332
4.138956284,0.9854857,24.62868758667507,100.0,charge,1,1.548970284333332
4.139891213,0.984514576,24.798665958684666,100.0,charge,1,1.548970284333332
4.140050172,0.9837090860000001,24.96648660871855,100.0,charge,1,1.548970284333332
4.140592512,0.9822202346666667,25.13508980012564,100.0,charge,1,1.548970284333332
4.141064902,0.983063846,25.304391116610347,100.0,charge,1,1.548970284333332
4.141228537,0.9810632246666667,25.47403349300564,100.0,charge,1,1.548970284333332
4.142019404,0.9816784566666666,25.641507132939488,100.0,charge,1,1.548970284333332
4.142406365,0.9806937806666666,25.81062553220739,100.0,charge,1,1.548970284333332
4.14270769,0.9792413373333333,25.97961817588873,100.0,charge,1,1.548970284333332
4.142990178,0.9800728133333334,26.14688417788191,100.0,charge,1,1.548970284333332
4.143496536,0.9794790673333332,26.314873025676576,100.0,charge,1,1.548970284333332
4.143967593,0.9794122046666667,26.483614158184803,100.0,charge,1,1.548970284333332
4.144332195,0.9780854313333333,26.652652726640717,100.0,charge,1,1.548970284333332
4.144877927,0.9772709913333334,26.819545190157484,100.0,charge,1,1.548970284333332
4.145256905,0.977075228,26.986396167332167,100.0,charge,1,1.548970284333332
4.145648694,0.9765134166666667,27.153164118023472,100.0,charge,1,1.548970284333332
4.146142028,0.9766658386666666,27.32147082214177,100.0,charge,1,1.548970284333332
4.146604531,0.9753278206666667,27.490073871877676,100.0,charge,1,1.548970284333332
4.146931809,0.9757446226666667,27.657380115658547,100.0,charge,1,1.548970284333332
4.147413819,0.9748283106666666,27.82501352302144,100.0,charge,1,1.548970284333332
4.147921806,0.9741794746666667,27.993433196454188,100.0,charge,1,1.548970284333332
4.148282092,0.9750922046666667,28.15925150551483,100.0,charge,1,1.548970284333332
4.14862712,0.9737747993333333,28.325408211426566,100.0,charge,1,1.548970284333332
4.149144717,0.9733909246666667,28.49186127192244,100.0,charge,1,1.548970284333332
4.149508566,0.9720799353333334,28.659971497843607,100.0,charge,1,1.548970284333332
4.149955742,0.9716510473333333,28.82798666419781,100.0,charge,1,1.548970284333332
4.150549944,0.9705936533333334,28.993852702098906,100.0,charge,1,1.548970284333332
4.150684537,0.9697939873333333,29.161290549437357,100.0,charge,1,1.548970284333332
4.151274016,0.9699050300000001,29.3286598028195,100.0,charge,1,1.548970284333332
4.151682926,0.9711853326666667,29.49431845742937,100.0,charge,1,1.548970284333332
4.152022668,0.9676046713333334,29.659878824521414,100.0,charge,1,1.548970284333332
4.152652262,0.9699252226666667,29.827007999056494,100.0,charge,1,1.548970284333332
4.153016235,0.9674288126666667,29.99319932294817,100.0,charge,1,1.548970284333332
4.15364869,0.9675373033333333,30.160134147940397,100.0,charge,1,1.548970284333332
4.153845605,0.9690198326666667,30.327011811302363,100.0,charge,1,1.548970284333332
4.154435174,0.9667712806666667,30.49382088070802,100.0,charge,1,1.548970284333332
4.154818955,0.9657884413333333,30.661383660505557,100.0,charge,1,1.548970284333332
4.155482397,0.967640492,30.828009812694408,100.0,charge,1,1.548970284333332
4.155866391,0.9662007553333334,30.994160747747284,100.0,charge,1,1.548970284333332
4.156354128,0.9659975193333333,31.16107902769792,100.0,charge,1,1.548970284333332
4.156595111,0.9649185066666667,31.327104522786104,100.0,charge,1,1.548970284333332
4.157123765,0.965527604,31.49186108886177,100.0,charge,1,1.548970284333332
4.157587951,0.9628854339999999,31.658109974290948,100.0,charge,1,1.548970284333332
4.158097436,0.9642002226666667,31.823133181662843,100.0,charge,1,1.548970284333332
4.158689269,0.9632114500000001,31.98797482038408,100.0,charge,1,1.548970284333332
4.158933742,0.9626905793333332,32.15397219464015,100.0,charge,1,1.548970284333332
4.159431267,0.9618048586666667,32.32032888466235,100.0,charge,1,1.548970284333332
4.159890422,0.9620808853333332,32.48621193565791,100.0,charge,1,1.548970284333332
4.160267273,0.9610364666666666,32.65324886790984,100.0,charge,1,1.548970284333332
4.160658162,0.9618581993333333,32.81893756936254,100.0,charge,1,1.548970284333332
4.1613041,0.9598261593333333,32.984500515228675,100.0,charge,1,1.548970284333332
4.161653298,0.960253028,33.15081111190555,100.0,charge,1,1.548970284333332
4.16225187,0.9610652986666667,33.31631689614144,100.0,charge,1,1.548970284333332
4.162748424,0.959012842,33.4816397631605,100.0,charge,1,1.548970284333332
4.163022948,0.9576961126666667,33.64683687459301,100.0,charge,1,1.548970284333332
4.163451922,0.9580119973333333,33.811619373667426,100.0,charge,1,1.548970284333332
4.163913921,0.9571652513333334,33.977493429439846,100.0,charge,1,1.548970284333332
4.164364351,0.9576958173333333,34.14332444048723,100.0,charge,1,1.548970284333332
4.164933322,0.955945798,34.30820144679032,100.0,charge,1,1.548970284333332
4.165246069,0.9562657173333333,34.472607625970646,100.0,charge,1,1.548970284333332
4.165728909,0.9557380293333333,34.64651587216498,100.0,charge,1,1.548970284333332
4.166100861,0.9544585966666667,34.81358038725723,100.0,charge,1,1.548970284333332
4.16651191,0.9544573933333332,34.98044768710356,100.0,charge,1,1.548970284333332
4.167074549,0.9541363273333333,35.14764377168056,100.0,charge,1,1.548970284333332
4.167560688,0.95300474,35.31317202783452,100.0,charge,1,1.548970284333332
4.167972449,0.953747848,35.478230441390735,100.0,charge,1,1.548970284333332
4.16865055,0.9530643639999999,35.64363201481891,100.0,charge,1,1.548970284333332
4.168820398,0.9517434153333334,35.80931867728264,100.0,charge,1,1.548970284333332
4.169303771,0.9513373666666666,35.97492188645614,100.0,charge,1,1.548970284333332
4.169829873,0.95240115,36.14008161104419,100.0,charge,1,1.548970284333332
4.170155019,0.9507977326666667,36.30552582211695,100.0,charge,1,1.548970284333332
4.17063938,0.9495089626666666,36.4704897643106,100.0,charge,1,1.548970284333332
4.171207686,0.9495945573333334,36.63491634234722,100.0,charge,1,1.548970284333332
4.17165877,0.9487118386666666,36.79969601875791,100.0,charge,1,1.548970284333332
4.172064352,0.9483180139999999,36.96434901244282,100.0,charge,1,1.548970284333332
4.172510037,0.9486046906666666,37.129328872020935,100.0,charge,1,1.548970284333332
4.173050407,0.9479407219999999,37.29385518298006,100.0,charge,1,1.548970284333332
4.173497828,0.9462577966666667,37.4582548112134,100.0,charge,1,1.548970284333332
4.173792901,0.9463169260000001,37.62259685638957,100.0,charge,1,1.548970284333332
4.174275543,0.9466270153333333,37.78646052641781,100.0,charge,1,1.548970284333332
4.174649138,0.9457567,37.95139914892338,100.0,charge,1,1.548970284333332
4.175323743,0.9446378246666667,38.12698846889924,100.0,charge,1,1.548970284333332
4.175623493,0.9437586013333333,38.29493334841624,100.0,charge,1,1.548970284333332
4.176195717,0.944262288,38.46268948605839,100.0,charge,1,1.548970284333332
4.176603781,0.9435522533333334,38.632460329518985,100.0,charge,1,1.548970284333332
4.177171325,0.9418439366666668,38.800468950306126,100.0,charge,1,1.548970284333332
4.177780924,0.941630274,38.96796556787036,100.0,charge,1,1.548970284333332
4.178317555,0.940784888,39.13693536124605,100.0,charge,1,1.548970284333332
4.179125474,0.9422548466666667,39.30424323693542,100.0,charge,1,1.548970284333332
4.179544201,0.9395434193333334,39.47216350153362,100.0,charge,1,1.548970284333332
4.18029531,0.9391041433333333,39.64071490226206,100.0,charge,1,1.548970284333332
4.181079506,0.9373681986666668,39.80756271963148,100.0,charge,1,1.548970284333332
4.181786445,0.9374328526666668,39.97622332552497,100.0,charge,1,1.548970284333332
4.182641877,0.9353870666666667,40.1432033221032,100.0,charge,1,1.548970284333332
4.183298146,0.9338398793333332,40.3104123615231,100.0,charge,1,1.548970284333332
4.183901648,0.9340830186666667,40.47787015939133,100.0,charge,1,1.548970284333332
4.185082382,0.9342142366666667,40.644733899525136,100.0,charge,1,1.548970284333332
4.185891748,0.9323072426666666,40.81193032303699,100.0,charge,1,1.548970284333332
4.186467852,0.9312265533333334,40.978877252845024,100.0,charge,1,1.548970284333332
4.187489393,0.931620852,41.14443926619201,100.0,charge,1,1.548970284333332
4.188087506,0.9297602393333334,41.31223555595656,100.0,charge,1,1.548970284333332
4.189166152,0.92907693,41.47747906738973,100.0,charge,1,1.548970284333332
4.18990517,0.9291856826666667,41.642935307959455,100.0,charge,1,1.548970284333332
4.190732787,0.9273205720000001,41.8102171053923,100.0,charge,1,1.548970284333332
4.191764158,0.9252183239999999,41.97454090905934,100.0,charge,1,1.548970284333332
4.192513279,0.9247235673333334,42.13994817802752,100.0,charge,1,1.548970284333332
4.19330653,0.9248724526666666,42.30546942952807,100.0,charge,1,1.548970284333332
4.194242175,0.9239453540000001,42.469990186618354,100.0,charge,1,1.548970284333332
4.195117435,0.9220262539999999,42.63481662169092,100.0,charge,1,1.548970284333332
4.195848841,0.9209408986666667,42.80058719294459,100.0,charge,1,1.548970284333332
4.196742775,0.9205944726666666,42.964226398441525,100.0,charge,1,1.548970284333332
4.197602598,0.9199094919999999,43.12813355614141,100.0,charge,1,1.548970284333332
4.198274592,0.9185601819999999,43.29111584494037,100.0,charge,1,1.548970284333332
4.199069727,0.9172425453333334,43.45433159708039,100.0,charge,1,1.548970284333332
4.199560715,0.9177408300000001,43.617764613627934,100.0,charge,1,1.548970284333332
4.200264608,0.915776796,43.78069603709418,100.0,charge,1,1.548970284333332
4.201239674,0.915026528,43.953941954392896,100.0,charge,1,1.548970284333332
4.201830908,0.9144322913333333,44.12126303957461,100.0,charge,1,1.548970284333332
4.202407131,0.9146899359999999,44.287659937311695,100.0,charge,1,1.548970284333332
4.202944916,0.9138668120000001,44.45394868793431,100.0,charge,1,1.548970284333332
4.203541739,0.91189754,44.62007991096712,100.0,charge,1,1.548970284333332
4.204302738,0.9116634119999999,44.78604255785157,100.0,charge,1,1.548970284333332
4.204667227,0.9106712946666667,44.95274445928785,100.0,charge,1,1.548970284333332
4.205191564,0.9091364080000001,45.118883056395134,100.0,charge,1,1.548970284333332
4.205788374,0.9087592779999999,45.284519599541454,100.0,charge,1,1.548970284333332
4.206282861,0.9085516193333333,45.44966577032238,100.0,charge,1,1.548970284333332
4.207057755,0.9069508239999999,45.61540490850766,100.0,charge,1,1.548970284333332
4.205082355,0.8962997066666666,45.779352878266565,100.0,charge,1,1.548970284333332
4.205276804,0.896849784,45.94210173779729,100.0,charge,1,1.548970284333332
4.205606091,0.8946588213333334,46.105081092747554,100.0,charge,1,1.548970284333332
4.206008661,0.8955592473333334,46.26792761034568,100.0,charge,1,1.548970284333332
4.206235587,0.8952753946666667,46.43108842276164,100.0,charge,1,1.548970284333332
4.206718242,0.8935321246666666,46.59457531918938,100.0,charge,1,1.548970284333332
4.204816835,0.8829642313333333,46.75505491669487,100.0,charge,1,1.548970284333332
4.204855316,0.8817138506666667,46.91510475019946,100.0,charge,1,1.548970284333332
4.205214905,0.8803359133333334,47.07553571145165,100.0,charge,1,1.548970284333332
4.205214474,0.8799766033333333,47.23581001486747,100.0,charge,1,1.548970284333332
4.205696578,0.879111676,47.39640460632993,100.0,charge,1,1.548970284333332
4.206175901,0.8804461419999999,47.556546072393616,100.0,charge,1,1.548970284333332
4.20615606,0.8788839753333333,47.71665092990765,100.0,charge,1,1.548970284333332
4.206765147,0.8781274353333334,47.87659917800459,100.0,charge,1,1.548970284333332
4.204687285,0.8672838559999999,48.03329596497436,100.0,charge,1,1.548970284333332
4.20486466,0.8666175553333333,48.190284092444536,100.0,charge,1,1.548970284333332
4.204902813,0.8658391679999999,48.34682553965787,100.0,charge,1,1.548970284333332
4.205190151,0.86522902,48.50360931811068,100.0,charge,1,1.548970284333332
4.20552943,0.8646039153333334,48.66026087072869,100.0,charge,1,1.548970284333332
4.205623028,0.8648409553333334,48.81838475630434,100.0,charge,1,1.548970284333332
4.206189803,0.8633101593333333,48.97637517328412,100.0,charge,1,1.548970284333332
4.206492059,0.8638120373333332,49.13399198005526,100.0,charge,1,1.548970284333332
4.20674136,0.8630415773333334,49.29117479600314,100.0,charge,1,1.548970284333332
4.20484256,0.8500792060000001,49.4454102220039,100.0,charge,1,1.548970284333332
4.205034373,0.8505372953333333,49.59930049935629,100.0,charge,1,1.548970284333332
4.205080181,0.8508423199999999,49.7548290909008,100.0,charge,1,1.548970284333332
4.205405303,0.8512366893333333,49.91038067262884,100.0,charge,1,1.548970284333332
4.205721343,0.849588482,50.06441174961221,100.0,charge,1,1.548970284333332
4.206017029,0.848925076,50.21767063977152,100.0,charge,1,1.548970284333332
4.206336782,0.848858908,50.37120213576297,100.0,charge,1,1.548970284333332
4.20665835,0.8483799713333333,50.52611956860661,100.0,charge,1,1.548970284333332
4.207083455,0.8474784386666667,50.68063235090724,100.0,charge,1,1.548970284333332
4.207284277,0.8475262966666667,50.83504973470608,100.0,charge,1,1.548970284333332
4.207869831,0.8474387966666667,50.98977349049662,100.0,charge,1,1.548970284333332
4.2056636,0.83528521,51.14171367664074,100.0,charge,1,1.548970284333332
4.205851528,0.8341859766666667,51.294052783715074,100.0,charge,1,1.548970284333332
4.206102541,0.8335041413333334,51.44703072020258,100.0,charge,1,1.548970284333332
4.206345411,0.834406676,51.59888796594203,100.0,charge,1,1.548970284333332
4.206599914,0.83299406,51.75133336943899,100.0,charge,1,1.548970284333332
4.206793873,0.8334028306666666,51.90158906017367,100.0,charge,1,1.548970284333332
4.207234019,0.8326071353333333,52.05248277871374,100.0,charge,1,1.548970284333332
4.207730734,0.8326936966666666,52.20505942172714,100.0,charge,1,1.548970284333332
4.205725328,0.8194693473333333,52.35434445328429,100.0,charge,1,1.548970284333332
4.205636908,0.8186195533333334,52.5038510334571,100.0,charge,1,1.548970284333332
4.205696487,0.8182987846666667,52.65227864235376,100.0,charge,1,1.548970284333332
4.206152959,0.81924464,52.801984010501904,100.0,charge,1,1.548970284333332
4.20629972,0.8189279473333334,52.94998541511016,100.0,charge,1,1.548970284333332
4.206589903,0.8172775706666666,53.099557334388805,100.0,charge,1,1.548970284333332
4.204788162,0.8052943513333334,53.244919365503286,100.0,charge,1,1.548970284333332
4.204839326,0.8059208426666666,53.3919202488017,100.0,charge,1,1.548970284333332
4.204983477,0.805480426,53.53852199597321,100.0,charge,1,1.548970284333332
4.205314694,0.8049726979999999,53.6850415953813,100.0,charge,1,1.548970284333332
4.205331195,0.8033425726666666,53.833197253002496,100.0,charge,1,1.548970284333332
4.206021505,0.8033825153333334,53.978308020420094,100.0,charge,1,1.548970284333332
4.205898826,0.803447394,54.12504259777051,100.0,charge,1,1.548970284333332
4.206438558,0.8032114486666666,54.272664802435166,100.0,charge,1,1.548970284333332
4.206858377,0.8019554219999999,54.41955305894061,100.0,charge,1,1.548970284333332
4.207083463,0.8018079400000001,54.565001477194,100.0,charge,1,1.548970284333332
4.207479377,0.80039091,54.7123555216322,100.0,charge,1,1.548970284333332
4.207896606,0.800541984,54.86194876152644,100.0,charge,1,1.548970284333332
4.205930081,0.7891649306666667,55.00625258067554,100.0,charge,1,1.548970284333332
4.20619875,0.7875831526666667,55.14981352996783,100.0,charge,1,1.548970284333332
4.206454875,0.7877051786666667,55.29530498039313,100.0,charge,1,1.548970284333332
4.20669113,0.7872538733333333,55.43900124897312,100.0,charge,1,1.548970284333332
4.206904652,0.7881856646666666,55.5823178029307,100.0,charge,1,1.548970284333332
4.207428853,0.7863268086666667,55.725140085875545,100.0,charge,1,1.548970284333332
4.20775313,0.7862896533333333,55.86792338234694,100.0,charge,1,1.548970284333332
4.205558041,0.77303101,56.00827273570549,100.0,charge,1,1.548970284333332
4.205765905,0.7719796066666667,56.148287874202616,100.0,charge,1,1.548970284333332
4.205913418,0.772368174,56.28850468610453,100.0,charge,1,1.548970284333332
4.206258684,0.7717680686666667,56.4312478591464,100.0,charge,1,1.548970284333332
4.20643165,0.7715653379999999,56.57166571320934,100.0,charge,1,1.548970284333332
4.206778024,0.7712927113333333,56.71331525828472,100.0,charge,1,1.548970284333332
4.207050689,0.7700527326666666,56.85455840075709,100.0,charge,1,1.548970284333332
4.207321461,0.7696551326666666,56.9954891044834,100.0,charge,1,1.548970284333332
4.207766674,0.770087882,57.135287482492,100.0,charge,1,1.548970284333332
4.2061243,0.75714141,57.27248981686755,100.0,charge,1,1.548970284333332
4.206148852,0.7563264746666666,57.40944508746898,100.0,charge,1,1.548970284333332
4.206294229,0.7556609406666667,57.54664742184452,100.0,charge,1,1.548970284333332
4.206588136,0.7562818713333334,57.68341079435246,100.0,charge,1,1.548970284333332
4.206950089,0.7571536593333333,57.82104236729023,100.0,charge,1,1.548970284333332
